,Name,Height,Weight,Reach,Stance,DOB,Link
3723,Pat Schilling,"5' 8""",145 lbs,--,Orthodox,"Aug 28, 1988",http://ufcstats.com/fighter-details/de12bd65e2f46478
3724,Joe Schilling,"6' 3""",185 lbs,--,,--,http://ufcstats.com/fighter-details/f41fad444939056b
3725,Semmy Schilt,"6' 10""",265 lbs,--,Orthodox,"Oct 27, 1973",http://ufcstats.com/fighter-details/d5ed14b2153c6ed2
3726,Adam Schindler,"5' 8""",155 lbs,--,,"May 19, 1983",http://ufcstats.com/fighter-details/89ea01f5a7ada40c
3727,Daniel Schmitt,--,185 lbs,--,,--,http://ufcstats.com/fighter-details/bd02e222a6166d50
3728,Colleen Schneider,--,135 lbs,--,,--,http://ufcstats.com/fighter-details/aa943b9bc00cb0ed
3729,Matt Schnell,"5' 8""",125 lbs,"70""",Orthodox,"Jan 15, 1990",http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
3730,Alex Schoenauer,"6' 3""",185 lbs,--,Orthodox,"May 05, 1976",http://ufcstats.com/fighter-details/fdfef29ba17ee525
3731,Darrill Schoonover,"6' 2""",220 lbs,--,Orthodox,"Jul 18, 1985",http://ufcstats.com/fighter-details/5a558ba1ff5e9121
3732,Bob Schrijber,"6' 0""",240 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/d86e913c548c07c2
3733,Nate Schroeder,"6' 1""",230 lbs,--,,--,http://ufcstats.com/fighter-details/040426baba8a45e8
3734,Lacey Schuckman,"5' 3""",125 lbs,--,,--,http://ufcstats.com/fighter-details/e44c679c30403cba
3735,Mark Schultz,"5' 9""",200 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/c1684f00c626f4c0
3736,Brian Schwartz,"6' 3""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9
3737,Eric Schwartz,--,205 lbs,--,,--,http://ufcstats.com/fighter-details/79cbdf233e5e0496
3738,Justin Scoggins,"5' 7""",125 lbs,"66""",Southpaw,"May 02, 1992",http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
3739,Brad Scott,"6' 1""",170 lbs,"76""",Orthodox,"Jun 24, 1989",http://ufcstats.com/fighter-details/34e552520a934063
3740,Greg Scott,"5' 9""",145 lbs,--,,--,http://ufcstats.com/fighter-details/0b235384fe23fc9c
3741,Mike Seal,"6' 4""",185 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/0c01568b1ac77bff
3742,Matt Secor,"6' 0""",170 lbs,--,,"Sep 26, 1986",http://ufcstats.com/fighter-details/d1ce40aca99a9b70
3743,Kenneth Seegrist,"6' 0""",185 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/55e94a9b525dcf45
3744,Neil Seery,"5' 4""",125 lbs,"64""",Orthodox,"Aug 30, 1979",http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
3745,Rony Sefo,"5' 9""",225 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/d6b68eaf4b68b160
3746,Ray Sefo,"6' 0""",240 lbs,--,Orthodox,"Feb 15, 1971",http://ufcstats.com/fighter-details/646d5dbe509accd4
3747,Brendan Seguin,"6' 0""",185 lbs,--,,"Jul 03, 1976",http://ufcstats.com/fighter-details/e4bb7e483c4ad318
3748,Tetsuya Seki,"5' 10""",155 lbs,--,,"Feb 08, 1994",http://ufcstats.com/fighter-details/5e1062e066c601e6
3749,Stefan Sekulic,"6' 0""",170 lbs,"75""",Southpaw,"Feb 12, 1992",http://ufcstats.com/fighter-details/348dff4e03bd18c6
3750,Pete Sell,"5' 11""",170 lbs,"75""",Orthodox,"Aug 05, 1982",http://ufcstats.com/fighter-details/0359313549d230a1
3751,Matthew Semelsberger,"6' 1""",170 lbs,"75""",Switch,"Nov 23, 1992",http://ufcstats.com/fighter-details/4aa58269d0664b5b
3752,Andrei Semenov,"6' 0""",185 lbs,--,Orthodox,"Jun 17, 1977",http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd
3753,Mackens Semerzier,"5' 9""",145 lbs,"72""",Orthodox,"Nov 03, 1980",http://ufcstats.com/fighter-details/51b1e2fd9872005b
3754,Brandon Sene,"5' 11""",205 lbs,--,,"May 21, 1981",http://ufcstats.com/fighter-details/3ed134d85dfbd7b4
3755,YeDam Seo,"5' 2""",115 lbs,"63""",Orthodox,"Mar 20, 1992",http://ufcstats.com/fighter-details/762572d67204fadb
3756,Kim In Seok,"5' 6""",145 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/88b250ba222c3a98
3757,Ray Seraille,"6' 3""",246 lbs,--,,--,http://ufcstats.com/fighter-details/2f04c4183523be2e
3758,Ivan Serati,"6' 0""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/b23fca14c7b79935
3759,Alex Serdyukov,"6' 2""",170 lbs,"74""",Orthodox,"May 24, 1980",http://ufcstats.com/fighter-details/253d3f9e97ca149a
3760,Nicholas Sergiacomi,--,170 lbs,--,,--,http://ufcstats.com/fighter-details/efab191f204ffa17
3761,Matt Serra,"5' 6""",170 lbs,"68""",Orthodox,"Jun 02, 1974",http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
3762,Nick Serra,"5' 9""",170 lbs,--,Orthodox,"Mar 27, 1978",http://ufcstats.com/fighter-details/1975c2272ba40e71
3763,Adrian Serrano,"5' 8""",170 lbs,--,,"Dec 23, 1963",http://ufcstats.com/fighter-details/e7ec11096eac0282
3764,Fredy Serrano,"5' 3""",125 lbs,"65""",Orthodox,"Sep 22, 1979",http://ufcstats.com/fighter-details/0ccab7c889ede9ea
3765,Carl Seumanutafa,"6' 1""",255 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/dadaeb402526dca5
3766,Dan Severn,"6' 2""",250 lbs,--,Southpaw,"Jun 08, 1958",http://ufcstats.com/fighter-details/c670aa48827d6be6
3767,Rosi Sexton,"5' 3""",135 lbs,--,Orthodox,"Jul 16, 1977",http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
3768,Scott Shaffer,"5' 7""",145 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/5c38639f860a5542
3769,Edmen Shahbazyan,"6' 2""",185 lbs,"75""",Orthodox,"Nov 20, 1997",http://ufcstats.com/fighter-details/4144798612ef96e5
3770,Leon Shahbazyan,"6' 4""",170 lbs,"74""",Orthodox,"Nov 18, 1995",http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
3771,Don Shainis,"5' 6""",145 lbs,"67""",Orthodox,"Sep 16, 1990",http://ufcstats.com/fighter-details/da4628f173337902
3772,Liliya Shakirova,"5' 4""",125 lbs,"65""",Orthodox,"Oct 24, 1991",http://ufcstats.com/fighter-details/f300763147320d12
3773,Kamal Shalorus,"5' 8""",155 lbs,"68""",Orthodox,"Aug 27, 1972",http://ufcstats.com/fighter-details/ece280745f8727b8
3774,Ken Shamrock,"6' 1""",205 lbs,"72""",Orthodox,"Feb 11, 1964",http://ufcstats.com/fighter-details/63b65af1c5cb02cb
3775,Frank Shamrock,"5' 10""",185 lbs,--,Orthodox,"Dec 08, 1972",http://ufcstats.com/fighter-details/fcaae0385b514f11
3776,Shang Zhifa,"5' 7""",125 lbs,"63""",Orthodox,"Mar 15, 1986",http://ufcstats.com/fighter-details/5a7350645bc9bd6e
3777,Jason Sharp,--,205 lbs,--,,--,http://ufcstats.com/fighter-details/285e32e41f61a5b1
3778,Eric Shelton,"5' 6""",125 lbs,"68""",Orthodox,"Feb 02, 1991",http://ufcstats.com/fighter-details/a0c64f272b65d441
3779,Sean Sherk,"5' 6""",155 lbs,"67""",Orthodox,"Aug 05, 1973",http://ufcstats.com/fighter-details/029880cdbf5ca089
3780,Chase Sherman,"6' 4""",250 lbs,"78""",Orthodox,"Nov 16, 1989",http://ufcstats.com/fighter-details/01b352b6a9074d5c
3781,Valentina Shevchenko,"5' 5""",125 lbs,"66""",Southpaw,"Mar 07, 1988",http://ufcstats.com/fighter-details/132deb59abae64b1
3782,Antonina Shevchenko,"5' 8""",125 lbs,"67""",Southpaw,"Nov 20, 1984",http://ufcstats.com/fighter-details/d7338bcb141abd2c
3783,Katsuyori Shibata,"6' 0""",168 lbs,--,Orthodox,"Nov 17, 1979",http://ufcstats.com/fighter-details/d4da8995fc91e7ef
3784,Jake Shields,"6' 0""",170 lbs,"72""",Orthodox,"Jan 09, 1979",http://ufcstats.com/fighter-details/fe435e440b5de0ff
3785,Henrique Shiguemoto,"5' 11""",185 lbs,"72""",Orthodox,"Jun 22, 1989",http://ufcstats.com/fighter-details/5d1700cfbaafbe06
3786,Shunichi Shimizu,"5' 5""",135 lbs,--,Orthodox,"Jan 31, 1985",http://ufcstats.com/fighter-details/10657c60ce349e0f
3787,Wade Shipp,"6' 3""",245 lbs,--,Orthodox,"Feb 09, 1975",http://ufcstats.com/fighter-details/a9a314cc77d90b6e
3788,Raja Shippen,"5' 6""",145 lbs,--,,"Oct 07, 1986",http://ufcstats.com/fighter-details/d9e1942637bd57a4
3789,Yuya Shirai,"5' 8""",168 lbs,--,Orthodox,"Apr 02, 1980",http://ufcstats.com/fighter-details/a79bfbc01b2264d6
3790,Wes Shivers,"6' 8""",--,--,,--,http://ufcstats.com/fighter-details/ad863b0d57952c57
3791,Alexander Shlemenko,"5' 11""",185 lbs,--,,"May 20, 1984",http://ufcstats.com/fighter-details/ed3ea649b34ddb6c
3792,Josh Shockley,"6' 1""",155 lbs,--,Orthodox,"Nov 15, 1989",http://ufcstats.com/fighter-details/1d36f1ac66cf689d
3793,Josh Shockman,"6' 4""",235 lbs,--,Southpaw,"Dec 29, 1980",http://ufcstats.com/fighter-details/821cd80aab70d5f9
3794,Akira Shoji,"5' 8""",195 lbs,--,Orthodox,"Jan 31, 1974",http://ufcstats.com/fighter-details/b0c95dc8e858452c
3795,Liudvik Sholinian,"5' 10""",135 lbs,"71""",Orthodox,"Jan 20, 1990",http://ufcstats.com/fighter-details/1a54231796e24a3f
3796,Jack Shore,"5' 8""",135 lbs,"71""",Orthodox,"Feb 06, 1995",http://ufcstats.com/fighter-details/b8a85389d115e35a
3797,Landon Showalter,"6' 0""",185 lbs,--,,"Jun 14, 1976",http://ufcstats.com/fighter-details/35cc17760b06f36d
3798,Ivan Shtyrkov,"6' 0""",205 lbs,"74""",Orthodox,"Jun 09, 1988",http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
3799,Brandon Shuey,"5' 7""",155 lbs,--,Orthodox,"Feb 01, 1976",http://ufcstats.com/fighter-details/585f9ffdb0cd0466
3800,Ronal Siahaan,"5' 7""",125 lbs,"71""",Southpaw,"May 05, 1996",http://ufcstats.com/fighter-details/762226efa2b01654
3801,Sam Sicilia,"5' 8""",145 lbs,"67""",Orthodox,"Feb 01, 1986",http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
3802,Kiril Sidelnikov,"5' 11""",230 lbs,--,,"Aug 17, 1988",http://ufcstats.com/fighter-details/cf772fb504842dc3
3803,Steven Siler,"5' 11""",145 lbs,"70""",Orthodox,"Feb 15, 1987",http://ufcstats.com/fighter-details/d188a3b817860ec6
3804,Siala Siliga,"6' 1""",290 lbs,--,Orthodox,"Oct 08, 1970",http://ufcstats.com/fighter-details/3cf68c1d17f66af7
3805,Xavier Siller,"5' 5""",125 lbs,--,,"Jun 06, 1994",http://ufcstats.com/fighter-details/9a08c2753184ac6d
3806,Assuerio Silva,"5' 10""",241 lbs,--,Orthodox,"Jun 18, 1974",http://ufcstats.com/fighter-details/e091482fa6648261
3807,Anderson Silva,"6' 2""",185 lbs,"77""",Southpaw,"Apr 14, 1975",http://ufcstats.com/fighter-details/1f454354805b6f75
3808,Wanderlei Silva,"5' 11""",205 lbs,"74""",Orthodox,"Jul 03, 1976",http://ufcstats.com/fighter-details/a1f6999fe57236e0
3809,Thiago Silva,"6' 2""",205 lbs,"74""",Orthodox,"Nov 12, 1982",http://ufcstats.com/fighter-details/2924886ee9c4c527
3810,Paulo Cesar Silva,"7' 5""",385 lbs,--,Orthodox,"Jul 21, 1963",http://ufcstats.com/fighter-details/55b8dc4e54fe2c59
3811,Jean Silva,"5' 6""",160 lbs,--,Orthodox,"Oct 08, 1977",http://ufcstats.com/fighter-details/9211aae062b799d6
3812,Edson Silva,--,205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/a1153013cb5f628f
3813,Sidney Silva,"6' 3""",170 lbs,--,Southpaw,"Feb 27, 1972",http://ufcstats.com/fighter-details/a6c32678efd4f434
3814,Jay Silva,"6' 2""",185 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/53bb0d40905b87c0
3815,Antonio Silva,"6' 4""",264 lbs,"82""",Orthodox,"Sep 14, 1979",http://ufcstats.com/fighter-details/8349d55cdecd393a
3816,Fabio Silva,"5' 11""",205 lbs,--,Orthodox,"Mar 31, 1982",http://ufcstats.com/fighter-details/2ba479b409011527
3817,Erick Silva,"6' 0""",170 lbs,"74""",Orthodox,"Jun 21, 1984",http://ufcstats.com/fighter-details/5866fc86183a9fb8
3818,Leandro Silva,"5' 9""",155 lbs,"72""",Orthodox,"Nov 11, 1985",http://ufcstats.com/fighter-details/159da492e000afbf
3819,Claudio Silva,"5' 11""",170 lbs,"71""",Southpaw,"Sep 06, 1982",http://ufcstats.com/fighter-details/6f7c616b98e18c29
3820,Wagner Silva,"6' 0""",170 lbs,--,Orthodox,"Feb 07, 1987",http://ufcstats.com/fighter-details/fb79582c410d049e
3821,Rafael Silva,"5' 7""",135 lbs,--,,"Mar 20, 1985",http://ufcstats.com/fighter-details/a31358d90d4bb40a
3822,Joaquim Silva,"5' 8""",155 lbs,"69""",Southpaw,"Feb 05, 1989",http://ufcstats.com/fighter-details/ae7fe94f117f98cf
3823,Felipe Silva,"6' 0""",155 lbs,"77""",Orthodox,"May 08, 1984",http://ufcstats.com/fighter-details/1b38a2b897f6209c
3824,Dayana Silva,"5' 7""",135 lbs,--,Orthodox,"Aug 27, 1990",http://ufcstats.com/fighter-details/b19aecbfbb5508cc
3825,Bruno Silva,"5' 4""",125 lbs,"65""",Orthodox,"Mar 16, 1990",http://ufcstats.com/fighter-details/294aa73dbf37d281
3826,Bruno Silva,"6' 0""",185 lbs,"74""",Orthodox,"Jul 13, 1989",http://ufcstats.com/fighter-details/12ebd7d157e91701
3827,Gabriel Silva,"5' 6""",135 lbs,"71""",Orthodox,"Aug 26, 1994",http://ufcstats.com/fighter-details/002ca196477ce572
3828,Jacob Silva,"5' 5""",125 lbs,"67""",Orthodox,"Feb 23, 1988",http://ufcstats.com/fighter-details/f6f2ea21a67be3a7
3829,Natalia Silva,"5' 4""",125 lbs,"65""",Southpaw,"Feb 03, 1997",http://ufcstats.com/fighter-details/262d32ebda89efc4
3830,Jansey Silva,"6' 2""",185 lbs,"67""",Orthodox,"May 30, 1995",http://ufcstats.com/fighter-details/0d09efd31eb9fadf
3831,Maria Silva,"5' 3""",115 lbs,"64""",Orthodox,"Dec 19, 1995",http://ufcstats.com/fighter-details/4408865b4e65e374
3832,Karine Silva,"5' 5""",125 lbs,"67""",Orthodox,"Dec 02, 1993",http://ufcstats.com/fighter-details/9d62c2d8ee151f08
3833,Erik Silva,"5' 9""",145 lbs,"71""",Orthodox,"Mar 16, 1987",http://ufcstats.com/fighter-details/21b813b919776d90
3834,Janaina Silva,--,115 lbs,--,,"Feb 16, 1992",http://ufcstats.com/fighter-details/4784a5b4a452464a
3835,Jhonata Silva,--,125 lbs,--,,"Apr 24, 1997",http://ufcstats.com/fighter-details/4e33534d1e036444
3836,Jean Silva,--,145 lbs,--,,"Dec 13, 1996",http://ufcstats.com/fighter-details/52ef95b5860fb28c
3837,Douglas Silva de Andrade,"5' 7""",135 lbs,"68""",Orthodox,"Jun 22, 1985",http://ufcstats.com/fighter-details/3a314d9fa7c6825d
3838,Leonardo Silva de Oliveira,"6' 2""",185 lbs,--,Orthodox,"Apr 23, 1992",http://ufcstats.com/fighter-details/28e088bbcaaa6366
3839,Marcus Silveira,"6' 3""",242 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/f717b6002486f73f
3840,Elias Silverio,"5' 11""",155 lbs,"73""",Orthodox,"Sep 22, 1986",http://ufcstats.com/fighter-details/52ba464d9068d871
3841,Sim Kai Xiong,"5' 5""",125 lbs,"66""",Orthodox,"Sep 06, 1997",http://ufcstats.com/fighter-details/79e2cb1e813f881b
3842,Jamey Simmons,"5' 6""",135 lbs,"70""",Orthodox,"Sep 11, 1992",http://ufcstats.com/fighter-details/f0fad0e9f3b65752
3843,Ricky Simon,"5' 6""",135 lbs,"69""",Orthodox,"Aug 31, 1992",http://ufcstats.com/fighter-details/5987b2458f4b5290
3844,Aaron Simpson,"6' 0""",170 lbs,"73""",Orthodox,"Jul 20, 1974",http://ufcstats.com/fighter-details/d5f820c11a121050
3845,Wes Sims,"6' 10""",260 lbs,--,Orthodox,"Aug 04, 1979",http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
3846,Marlon Sims,--,170 lbs,--,,--,http://ufcstats.com/fighter-details/9eedac48b497de5a
3847,Tony Sims,"5' 11""",155 lbs,"70""",Southpaw,"Oct 14, 1985",http://ufcstats.com/fighter-details/57bad6a84230f0c9
3848,Everett Sims,"6' 5""",260 lbs,"77""",Southpaw,"Sep 04, 1988",http://ufcstats.com/fighter-details/59c6d5af765df641
3849,Lodune Sincaid,"5' 9""",185 lbs,--,Orthodox,"May 07, 1973",http://ufcstats.com/fighter-details/265589bdd93e7ce5
3850,Rob Sinclair,"5' 8""",155 lbs,--,,"Feb 20, 1980",http://ufcstats.com/fighter-details/3b65c9dd39741bc4
3851,Rory Singer,"6' 2""",185 lbs,"77""",Orthodox,"May 28, 1976",http://ufcstats.com/fighter-details/546015aa2ad945fd
3852,Rana Rudra Pratap Singh,"5' 10""",135 lbs,"69""",Orthodox,"May 09, 1997",http://ufcstats.com/fighter-details/254ed71756cfd18c
3853,Elvis Sinosic,"6' 3""",205 lbs,"77""",Orthodox,"Feb 13, 1971",http://ufcstats.com/fighter-details/817e0bdf08efce2e
3854,Mitchell Sipe,"6' 2""",245 lbs,--,Orthodox,"Apr 09, 1996",http://ufcstats.com/fighter-details/71ef1111bf829b82
3855,Gian Siqueira,"6' 1""",170 lbs,"74""",Orthodox,"Jun 23, 1994",http://ufcstats.com/fighter-details/a46fdda658fee832
3856,Jeremia Siregar,"5' 2""",125 lbs,"63""",Orthodox,"Jul 27, 1991",http://ufcstats.com/fighter-details/a7ac3b1b0c4146db
3857,AJ Siscoe,"5' 7""",135 lbs,--,,--,http://ufcstats.com/fighter-details/fce9b4056a8ef559
3858,Yokthai Sithoar,"5' 7""",143 lbs,--,,"Dec 25, 1974",http://ufcstats.com/fighter-details/436cdea7bdfdc016
3859,Jeri Sitzes,"5' 5""",125 lbs,--,,--,http://ufcstats.com/fighter-details/44a1dd0ef4373edc
3860,Dennis Siver,"5' 6""",145 lbs,"70""",Orthodox,"Jan 13, 1979",http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
3861,Chas Skelly,"5' 11""",145 lbs,"72""",Orthodox,"May 11, 1985",http://ufcstats.com/fighter-details/4bd6b4800070b069
3862,Matt Skelton,"6' 3""",265 lbs,--,Orthodox,"Jan 23, 1967",http://ufcstats.com/fighter-details/caced97768818230
3863,Zach Skinner,"5' 6""",145 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/c337c3c85b1871e0
3864,Brian Sleeman,"5' 8""",185 lbs,--,,--,http://ufcstats.com/fighter-details/9db861c26b63daa8
3865,Joe Slick,"6' 0""",199 lbs,--,Orthodox,"Oct 17, 1977",http://ufcstats.com/fighter-details/80e6d71e14c1d356
3866,Ray Sloan,"6' 1""",205 lbs,--,,"Jul 14, 1985",http://ufcstats.com/fighter-details/a2d1d3d144fed708
3867,Kestutis Smirnovas,"5' 10""",200 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/1979c80150f630c4
3868,Maurice Smith,"6' 2""",221 lbs,--,Orthodox,"Dec 13, 1961",http://ufcstats.com/fighter-details/33e33d51f289d2a1
3869,Patrick Smith,"6' 2""",225 lbs,--,Orthodox,"Aug 28, 1963",http://ufcstats.com/fighter-details/46c8ec317aff28ac
3870,Scott Smith,"6' 0""",185 lbs,"70""",Orthodox,"May 21, 1979",http://ufcstats.com/fighter-details/3410cf010558dc8b
3871,Eric Smith,--,--,--,Southpaw,--,http://ufcstats.com/fighter-details/9114c8ded5ccd71d
3872,Josh Smith,"6' 0""",155 lbs,--,Orthodox,"Jul 02, 1982",http://ufcstats.com/fighter-details/f626aa1c85f8af03
3873,David Smith,--,155 lbs,--,,--,http://ufcstats.com/fighter-details/e955046551f8c7dd
3874,Adam Smith,--,--,--,,--,http://ufcstats.com/fighter-details/754968e325d6f60d
3875,Dillon Smith,"6' 0""",170 lbs,--,,--,http://ufcstats.com/fighter-details/ffee353f55e3aa2c
3876,Trevor Smith,"6' 3""",185 lbs,"75""",Orthodox,"Jan 05, 1981",http://ufcstats.com/fighter-details/f797f0c57a83353e
3877,Anthony Smith,"6' 4""",205 lbs,"76""",Orthodox,"Jul 26, 1988",http://ufcstats.com/fighter-details/d4c9dcd330403612
3878,Colton Smith,"6' 0""",155 lbs,"71""",Orthodox,"Aug 14, 1987",http://ufcstats.com/fighter-details/2e25c1d983c26311
3879,Gilbert Smith,"5' 9""",185 lbs,--,Southpaw,"Oct 19, 1981",http://ufcstats.com/fighter-details/54ed8dc6f8c31207
3880,Leslie Smith,"5' 9""",135 lbs,"66""",Orthodox,"Aug 17, 1982",http://ufcstats.com/fighter-details/76984112f697631f
3881,Devonte Smith,"5' 9""",155 lbs,"76""",Orthodox,"Jul 30, 1993",http://ufcstats.com/fighter-details/207773daeb4afa7b
3882,Cole Smith,"5' 11""",135 lbs,"67""",Orthodox,"Apr 05, 1989",http://ufcstats.com/fighter-details/56709e66f1c6008f
3883,Nate Smith,"5' 6""",125 lbs,"69""",Switch,"Apr 09, 1995",http://ufcstats.com/fighter-details/0bbb69f69c9a2eea
3884,Braxton Smith,"5' 11""",257 lbs,"72""",Orthodox,"Jan 01, 1990",http://ufcstats.com/fighter-details/eaa9402e5a7990ad
3885,Walter Smith-Cotito,"5' 8""",135 lbs,--,,--,http://ufcstats.com/fighter-details/625b65b45c1c6888
3886,Justin Smitley,--,145 lbs,--,,--,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa
3887,Dmitrii Smoliakov,"6' 2""",253 lbs,"74""",Switch,"Aug 05, 1982",http://ufcstats.com/fighter-details/75afb06215a07341
3888,Louis Smolka,"5' 9""",135 lbs,"68""",Orthodox,"Jul 16, 1991",http://ufcstats.com/fighter-details/d2bc285ead803db0
3889,Cameron Smotherman,--,135 lbs,--,,--,http://ufcstats.com/fighter-details/5c84f673b7bb7c15
3890,Shimon Smotritsky,"6' 2""",170 lbs,"74""",Orthodox,"Aug 22, 2000",http://ufcstats.com/fighter-details/1b0491ef0f9c965e
3891,Richie Smullen,"5' 9""",155 lbs,"68""",Orthodox,"Aug 17, 1991",http://ufcstats.com/fighter-details/f75c5ca0d91b9115
3892,Devin Smyth,"5' 10""",170 lbs,"72""",Switch,"Jul 21, 1995",http://ufcstats.com/fighter-details/7684c8137b4545ba
3893,Denis Sobolev,"6' 3""",216 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/03b1e846b09f721d
3894,Peter Sobotta,"6' 0""",170 lbs,"75""",Southpaw,"Jan 11, 1987",http://ufcstats.com/fighter-details/1fcfc3709fe58151
3895,Renato Sobral,"6' 1""",205 lbs,"75""",Orthodox,"Sep 07, 1975",http://ufcstats.com/fighter-details/d468288756ae3982
3896,Rameau Thierry Sokoudjou,"5' 10""",205 lbs,"78""",Orthodox,"Apr 18, 1984",http://ufcstats.com/fighter-details/d1152823307d7e7c
3897,Joe Solecki,"5' 9""",155 lbs,"70""",Orthodox,"Aug 27, 1993",http://ufcstats.com/fighter-details/af65aa688d13eedf
3898,Chris Solomon,"5' 11""",155 lbs,--,,--,http://ufcstats.com/fighter-details/324c7a749128df8d
3899,Joe Son,"5' 4""",236 lbs,--,Orthodox,"Nov 22, 1970",http://ufcstats.com/fighter-details/83b743fedde154fb
3900,Paul Song,--,185 lbs,--,,--,http://ufcstats.com/fighter-details/9775eabcb1be1a00
3901,Song Kenan,"6' 0""",170 lbs,"71""",Orthodox,"Mar 10, 1990",http://ufcstats.com/fighter-details/32490e80ddab1e5a
3902,Song Yadong,"5' 8""",135 lbs,"67""",Orthodox,"Dec 02, 1997",http://ufcstats.com/fighter-details/efb96bf3e9ada36f
3903,Emrah Sonmez,--,145 lbs,--,,--,http://ufcstats.com/fighter-details/fe759b24e344d7eb
3904,Chael Sonnen,"6' 1""",205 lbs,"73""",Southpaw,"Apr 03, 1977",http://ufcstats.com/fighter-details/48d1f690b763934c
3905,Cody Sons,"5' 9""",205 lbs,--,,--,http://ufcstats.com/fighter-details/3324129f3745b300
3906,Jin Soo Son,"5' 6""",135 lbs,"69""",Orthodox,"Apr 01, 1993",http://ufcstats.com/fighter-details/7c9c6a884be167fe
3907,Emiliano Sordi,"6' 2""",205 lbs,--,Orthodox,"Feb 15, 1991",http://ufcstats.com/fighter-details/4c9b84d559822830
3908,Sean Soriano,"5' 9""",145 lbs,"70""",Orthodox,"Oct 06, 1989",http://ufcstats.com/fighter-details/bd5403efbaa445c0
3909,Punahele Soriano,"5' 11""",185 lbs,"72""",Southpaw,"Nov 22, 1992",http://ufcstats.com/fighter-details/64facb6cc564262d
3910,Dmitry Sosnovskiy,"6' 3""",240 lbs,"77""",Orthodox,"Jul 06, 1989",http://ufcstats.com/fighter-details/85ff1b9471d35238
3911,Ben Sosoli,"6' 0""",265 lbs,"72""",Southpaw,"Dec 10, 1989",http://ufcstats.com/fighter-details/326f94d6cfb1bf25
3912,Krzysztof Soszynski,"6' 1""",205 lbs,"77""",Open Stance,"Aug 02, 1977",http://ufcstats.com/fighter-details/59583ff832fe9d68
3913,George Sotiropoulos,"5' 10""",155 lbs,"71""",Orthodox,"Jul 09, 1977",http://ufcstats.com/fighter-details/896c322f56b8be5a
3914,Greg Soto,"5' 11""",170 lbs,"73""",Orthodox,"Jun 03, 1986",http://ufcstats.com/fighter-details/9c669abd35b2522f
3915,Alex Soto,"5' 8""",135 lbs,--,Southpaw,"Feb 15, 1984",http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d
3916,Joe Soto,"5' 6""",135 lbs,"65""",Orthodox,"Mar 22, 1987",http://ufcstats.com/fighter-details/a4e85a58fbce64b2
3917,Mario Soto,"6' 0""",145 lbs,--,,--,http://ufcstats.com/fighter-details/cac3aaa66c20bee1
